,Unique_Id,Location,Property_Type,Address,Rent,Price,Base,Number_Of_Bedroom,Number_Of_Bathroom,Description,Link,Run_Time
254,11|5|2025-05-17|23:08:28.786886,Islington,Flat,"Priory Green, Islington, London","£3,200 pcm",3200,pcm,4,1,"Fantastic four double bedroom (minus reception) property to rent set in a popular location close to Upper Street, King's Cross and the UCL campuses in Bloomsbury. The property comprises of a separate fitted kitchen plus fully tiled bathroom. The property is set on the third floor with lift access...",https://www.rightmove.co.uk/properties/160339472#/?channel=RES_LET,2025-05-17 23:08:28.786886
255,11|6|2025-05-17|23:08:28.786886,Islington,Apartment,"Camden Road, London, N7","£1,600 pcm",1600,pcm,1,1,"A bright and recently refurbished second floor apartment located within a short walk to Caledonian Road and Holloway Road. The property benefits from having wood flooring throughout and comprises a good size reception room with open plan kitchen, double bedroom with fitted wardrobes and a three p...",https://www.rightmove.co.uk/properties/160641953#/?channel=RES_LET,2025-05-17 23:08:28.786886
256,11|7|2025-05-17|23:08:28.786886,Islington,Maisonette,"Pentonville Road, Angel","£3,000 pcm",3000,pcm,3,2,"A very well located three bedroom maisonette on Pentonville Road, N1. Situated within a very short walk of Angel station and around half a mile from Kings Cross & St Pancras, offering links across London as well as direct access to mainland Europe. The property features well-appointed bedrooms (o...",https://www.rightmove.co.uk/properties/159370094#/?channel=RES_LET,2025-05-17 23:08:28.786886
257,11|8|2025-05-17|23:08:28.786886,Islington,Flat,"Flat , Efe House,  Highbury Grove, London","£4,300 pcm",4300,pcm,3,2,Crestwell Property Consultants are pleased to present this amazing 3 bedroom flat to rent as a whole. The flat is on the ground floor of a beautiful luxury Victorian Conversion overlooking Highbury Fields.,https://www.rightmove.co.uk/properties/161905001#/?channel=RES_LET,2025-05-17 23:08:28.786886
258,11|9|2025-05-17|23:08:28.786886,Islington,Flat,"a Caledonian Road, London","£4,100 pcm",4100,pcm,4,2,"Spacious 4-bed, 2-bath split-level flat on Caledonian Road, N7. Fully furnished with modern kitchen & dining area. Close to Caledonian Rd & Barnsbury Overground. Ideal for sharers or families. Early viewing recommended.",https://www.rightmove.co.uk/properties/161904998#/?channel=RES_LET,2025-05-17 23:08:28.786886
259,11|10|2025-05-17|23:08:28.786886,Islington,Apartment,"Farringdon Road, London, EC1R","£2,058 pcm",2058,pcm,1,1,"Nestled in a prime location on Farringdon Road, this delightful one-bedroom apartment offers a bright and pristine living space.",https://www.rightmove.co.uk/properties/161122934#/?channel=RES_LET,2025-05-17 23:08:28.786886
260,11|11|2025-05-17|23:08:28.786886,Islington,Apartment,"Pentonville Road, London, WC1X","£2,899 pcm",2899,pcm,2,,A newly refurbished two bedroom penthouse situated between Angel & Kings Cross stations..,https://www.rightmove.co.uk/properties/161302412#/?channel=RES_LET,2025-05-17 23:08:28.786886
261,11|12|2025-05-17|23:08:28.786886,Islington,Flat,"Canaletto Tower, London, EC1V","£3,450 pcm",3450,pcm,1,1,"Spectacular one bedroom, one bathroom MODERN apartment located in the sought after Canaletto Tower, EC1V. With wooden floors throughout and a STUNNING fully fitted open plan kitchen, this beautiful apartment further benefits from a large double bedroom and a modern bathroom.",https://www.rightmove.co.uk/properties/161904041#/?channel=RES_LET,2025-05-17 23:08:28.786886
262,11|13|2025-05-17|23:08:28.786886,Islington,Apartment,"Holloway Road, Islington, London, N7","£2,000 pcm",2000,pcm,1,1,"***WATER BILL AND WI-FI INCLUDED***BRAND NEW one bedroom GROUND FLOOR FLAT set within LISTED PERIOD CONVERSION and just a short walk from HOLLOWAY STATION. Benefitting from OPEN PLAN LIVING, spacious lounge, one double bedroom and bathroom. FURNISHED or UNFURNISHED.",https://www.rightmove.co.uk/properties/159980507#/?channel=RES_LET,2025-05-17 23:08:28.786886
263,11|14|2025-05-17|23:08:28.786886,Islington,Apartment,"Holloway Road, Islington, London, N7","£2,400 pcm",2400,pcm,2,1,"***WATER BILL AND WI-FI INCLUDED*** BRAND NEW two bedroom THIRD FLOOR FLAT set within LISTED PERIOD CONVERSION and just a short walk from HOLLOWAY STATION. Benefitting from OPEN PLAN LIVING, spacious lounge, two double bedrooms and bathroom. FURNISHED or UNFURNISHED.",https://www.rightmove.co.uk/properties/160708928#/?channel=RES_LET,2025-05-17 23:08:28.786886
264,11|15|2025-05-17|23:08:28.786886,Islington,Apartment,"Holloway Road, Islington, London, N7","£2,200 pcm",2200,pcm,1,1,"***WATER BILL AND WI-FI INCLUDED***BRAND NEW one bedroom FIRST FLOOR FLAT set within LISTED PERIOD CONVERSION and just a short walk from HOLLOWAY STATION. Benefitting from OPEN PLAN LIVING, spacious lounge, double bedroom and bathroom. FURNISHED or UNFURNISHED.",https://www.rightmove.co.uk/properties/161061128#/?channel=RES_LET,2025-05-17 23:08:28.786886
265,11|16|2025-05-17|23:08:28.786886,Islington,Apartment,"Holloway Road, Islington, London, N7","£2,000 pcm",2000,pcm,1,1,"***WATER BILL AND WI-FI INCLUDED***BRAND NEW one bedroom SECOND FLOOR FLAT set within LISTED PERIOD CONVERSION and just a short walk from HOLLOWAY STATION. Benefitting from OPEN PLAN LIVING, spacious lounge, double bedroom and bathroom. FURNISHED or UNFURNISHED.",https://www.rightmove.co.uk/properties/159255464#/?channel=RES_LET,2025-05-17 23:08:28.786886
266,11|17|2025-05-17|23:08:28.786886,Islington,Flat,"Hilldrop Crescent, London, N7","£2,500 pcm",2500,pcm,2,1,"The property is a bright and spacious third (top) floor flat, with a double bedroom and small second bedroom. Available to rent from early July 2025. It has been refurbished to a high specificatio... ** Property Reference: 2482616 **",https://www.rightmove.co.uk/properties/161898932#/?channel=RES_LET,2025-05-17 23:08:28.786886
267,11|18|2025-05-17|23:08:28.786886,Islington,Apartment,"Beaux Art Building, 10- 18 Manor Gardens, London, N7","£2,500 pcm",2500,pcm,1,1,Stylish split level apartment. A very bright and spacious one double bedroom split level flat located in this impressive historical grade two listed building in a former royal mail sorting office. The property is arranged on the first floor and contains a fully fitted kitch...,https://www.rightmove.co.uk/properties/161896364#/?channel=RES_LET,2025-05-17 23:08:28.786886
268,11|19|2025-05-17|23:08:28.786886,Islington,Flat,"Cathcart Hill, Upper Holloway","£2,495 pcm",2495,pcm,2,1,"A stunning ground floor two double bedroom apartment set in a popular mansion block. There is a generous reception with period features, modern kitchen and bathroom with wooden floors throughout.",https://www.rightmove.co.uk/properties/161893880#/?channel=RES_LET,2025-05-17 23:08:28.786886
269,11|20|2025-05-17|23:08:28.786886,Islington,Flat,"Hertslet Road, Holloway, London, N7","£1,750 pcm",1750,pcm,1,1,Pay less upfront with a Zero Deposit Guarantee. Set within a gated warehouse conversion is a large & well maintained property to rent comprising of wood flooring throughout & neutral décor.,https://www.rightmove.co.uk/properties/161892701#/?channel=RES_LET,2025-05-17 23:08:28.786886
270,11|21|2025-05-17|23:08:28.786886,Islington,Flat,"Carrara Tower, London, EC1V","£3,200 pcm",3200,pcm,1,1,"Beautifully presented, BRIGHT one double bedroom apartment located in the sought after luxury development 250 City Road, EC1V. Located in a prime location close to both Angel & Old Street stations, The City and Shoreditch. 250 City Road is a landmark development designed by wo...",https://www.rightmove.co.uk/properties/161891759#/?channel=RES_LET,2025-05-17 23:08:28.786886
271,11|22|2025-05-17|23:08:28.786886,Islington,Apartment,"Clarendon Court, 43 Golden Lane","£3,100 pcm",3100,pcm,2,1,"**FULLY FURNISHED**AMAZING AMENITIES**Boasting a fabulous location near Old Street Station, this bright and airy two bedroom, one bathroom flat is set on the third floor of the popular development, The Denzien. Located just minutes from vibrant amenities and boasts far reaching views of the city.",https://www.rightmove.co.uk/properties/161874992#/?channel=RES_LET,2025-05-17 23:08:28.786886
272,11|23|2025-05-17|23:08:28.786886,Islington,Apartment,Morgan Road London N7,"£3,878 pcm",3878,pcm,3,2,"A well proportioned three bedroom property in a Mansion Block set back off Holloway Road, moments from both Holloway Road and Highbury and Islington Underground Station.",https://www.rightmove.co.uk/properties/161889602#/?channel=RES_LET,2025-05-17 23:08:28.786886
273,11|24|2025-05-17|23:08:28.786886,Islington,Flat,"Cathcart hill, Tufnell Park","£3,445 pcm",3445,pcm,3,1,We are pleased to offer this spacious 3 double bedroom second floor flat situated in a great location and within minutes from Tufnell Park tube station.,https://www.rightmove.co.uk/properties/161889320#/?channel=RES_LET,2025-05-17 23:08:28.786886
274,11|25|2025-05-17|23:08:28.786886,Islington,Flat,15B Grosvenor Avenue n5,"£1,650 pcm",1650,pcm,1,1,"Beautifully Presented 1-Bedroom Flat – Prime Location near Highbury & Islington Upper-Class Estates is delighted to present this spacious and well-located one-bedroom flat, just a 10-minute walk from Highbury &",https://www.rightmove.co.uk/properties/161889035#/?channel=RES_LET,2025-05-17 23:08:28.786886
276,12|2|2025-05-17|23:08:28.786886,Islington,Apartment,"Morgan Mansions, Holloway, N7","£3,878 pcm",3878,pcm,3,1,"The property features stylish fixtures and fittings and wooden floors and comprises spacious reception room with natural light and ample space for dining, stylish kitchen along with three sizeable bedrooms and fully fitted bathroom. The flat is well situated for vibrant Upper Street which is well...",https://www.rightmove.co.uk/properties/161888486#/?channel=RES_LET,2025-05-17 23:08:28.786886
277,12|3|2025-05-17|23:08:28.786886,Islington,Flat,"Elmore Street, 
Islington, N1","£3,250 pcm",3250,pcm,2,2,"Exceptional 2 bed, 2 bath apartment located on the 2nd floor of this impressive purpose built modern development close to Islington's Essex Road and with excellent transport links to the City.",https://www.rightmove.co.uk/properties/161887814#/?channel=RES_LET,2025-05-17 23:08:28.786886
278,12|4|2025-05-17|23:08:28.786886,Islington,Flat,"Camden Road, London, N7","£1,950 pcm",1950,pcm,1,1,A recently renovated 1 double bedroom flat is set within easy access to Camden Town station and local amenities.,https://www.rightmove.co.uk/properties/161887208#/?channel=RES_LET,2025-05-17 23:08:28.786886
279,12|5|2025-05-17|23:08:28.786886,Islington,Flat,"Cathcart Hill, Dartmouth Park Hill, N19","£3,445 pcm",3445,pcm,3,1,"Situated within this imposing double fronted Victorian house is spacious 3 double bedroom flat with 2 bathroom, recently refurbished with a fully fitted modern kitchen with open plan reception. Benefiting from wood floors, high ceilings, excellent natural light and neutral decor.",https://www.rightmove.co.uk/properties/161887220#/?channel=RES_LET,2025-05-17 23:08:28.786886
280,12|6|2025-05-17|23:08:28.786886,Islington,Flat,"Cathcart Hill, N19 5QW","£3,445 pcm",3445,pcm,3,2,3 double bedroom flat is set in beautiful tree lined leafy suburban road in Dartmouth Park area.,https://www.rightmove.co.uk/properties/161886659#/?channel=RES_LET,2025-05-17 23:08:28.786886
281,12|7|2025-05-17|23:08:28.786886,Islington,Flat,"Camden Road, London, N7","£1,400 pcm",1400,pcm,,1,Bright and Airy Studio to rent in the heart of Holloway set within a gated development and secure entry comprising with fitted kitchen and offered in fantastic condition throughout with a large communal garden.,https://www.rightmove.co.uk/properties/161886464#/?channel=RES_LET,2025-05-17 23:08:28.786886
282,12|8|2025-05-17|23:08:28.786886,Islington,Flat,"York Way, London, N1","£4,665 pcm",4665,pcm,2,2,"Hotel style services | Gym | Work from Home spaces | Amenities | Pet Friendly | WiFi Included | Year Built: 2023 Key features: 5* 24-hour Concierge Team In House Maintenance Team Wide-Ranging Amenities such as Gym, Screening Room, WFH Spaces etc Pet Friendly - Pet wash on site Wi-Fi Inc...",https://www.rightmove.co.uk/properties/161885345#/?channel=RES_LET,2025-05-17 23:08:28.786886
283,12|9|2025-05-17|23:08:28.786886,Islington,Flat,"Author, York Way, London, N1","£3,750 pcm",3750,pcm,1,1,"Hotel style services | Gym | Work from Home spaces | Amenities | Pet Friendly | WiFi Included | Year Built: 2023 Key features: 5* 24-hour Concierge Team
In House Maintenance Team
Wide-Ranging Amenities such as Gym, Screening Room, WFH Spaces etc
Pet Friendly - Pet wash on site
Wi-Fi Included
S...",https://www.rightmove.co.uk/properties/161884982#/?channel=RES_LET,2025-05-17 23:08:28.786886
284,12|10|2025-05-17|23:08:28.786886,Islington,Apartment,"Jewel House, N7","£3,500 pcm",3500,pcm,2,2,"DELIGHTFUL TWO bedroom TWO bathroom apartment in Jewel house building in the London Square development. The apartment benefits from under floor heating throughout with high specification laminated floors in the living areas, quality carpets in both bedrooms and luxury fully tiled bathrooms. The o...",https://www.rightmove.co.uk/properties/161884436#/?channel=RES_LET,2025-05-17 23:08:28.786886
285,12|11|2025-05-17|23:08:28.786886,Islington,Flat,"York Way, London, N1","£3,300 pcm",3300,pcm,1,1,"Hotel style services | Gym | Work from Home spaces | Coffee & Wine Bar | Extensive Amenities | Pet Friendly | WiFi Included | Let your story begin at Author, the brand-new King's Cross destination, designed and built exclusively for renters. The apartment offers an ideal balance of style and...",https://www.rightmove.co.uk/properties/161884370#/?channel=RES_LET,2025-05-17 23:08:28.786886
286,12|12|2025-05-17|23:08:28.786886,Islington,Flat,"King Henrys Walk, Islington, London, N1","£1,750 pcm",1750,pcm,1,1,VIRTUAL TOUR AVAILABLE Good sized split level one bedroom flat located on the ground and lower ground floor of this period building in the heart of Islington.,https://www.rightmove.co.uk/properties/161883815#/?channel=RES_LET,2025-05-17 23:08:28.786886
287,12|13|2025-05-17|23:08:28.786886,Islington,Flat,"Sterling Way, Islington, London, N7","£3,250 pcm",3250,pcm,2,2,VIRTUAL TOUR AVAILABLE A brand new two bedroom apartment in the eagerly anticipated Glasshouse building in London Square development located on the fourth floor .,https://www.rightmove.co.uk/properties/161883740#/?channel=RES_LET,2025-05-17 23:08:28.786886
288,12|14|2025-05-17|23:08:28.786886,Islington,Flat,"Yonge Park, London","£1,650 pcm",1650,pcm,,1,"*VIRTUAL VIEWING ALSO AVAILABLE* This newly refurbished large studio apartment is within a fantastic Victorian period conversion and is self contained and features its own new kitchen, shower room and living area.",https://www.rightmove.co.uk/properties/161883005#/?channel=RES_LET,2025-05-17 23:08:28.786886
289,12|15|2025-05-17|23:08:28.786886,Islington,Apartment,"Valencia Tower, Bollinder Place,  City Road, London, EC1V","£3,550 pcm",3550,pcm,1,1,"A luxurious fully furnished one bedroom apartment with a private balcony and stunning views found on the 16th floor of Valencia Tower, which offers 24-hour concierge, an indoor swimming pool, sauna, gym and spa",https://www.rightmove.co.uk/properties/147701882#/?channel=RES_LET,2025-05-17 23:08:28.786886
290,12|16|2025-05-17|23:08:28.786886,Islington,Apartment,"Caledonian Road, London, N1","£2,167 pcm",2167,pcm,2,1,"A delightful two bedroom split-level apartment, offering neutral decor throughout, with an open plan reception and fitted kitchen is now available. Excellently located close to the many amenities and convenient transport links of Caledonian Road.",https://www.rightmove.co.uk/properties/161881400#/?channel=RES_LET,2025-05-17 23:08:28.786886
291,12|17|2025-05-17|23:08:28.786886,Islington,Flat,"Richmond Avenue, Islington, N1","£4,500 pcm",4500,pcm,4,1,"A split level apartment boasting private access to a roof terrace, four good size double bedrooms and a large reception area. Ideally suited to professionals sharers.",https://www.rightmove.co.uk/properties/161879906#/?channel=RES_LET,2025-05-17 23:08:28.786886
292,12|18|2025-05-17|23:08:28.786886,Islington,Apartment,"Drayton Park, Highbury, London","£3,750 pcm",3750,pcm,3,2,"A three bedroom, two bathroom penthouse apartment on the 5th floor and measuring approximately 1025 sq ft.",https://www.rightmove.co.uk/properties/161868995#/?channel=RES_LET,2025-05-17 23:08:28.786886
293,12|19|2025-05-17|23:08:28.786886,Islington,Apartment,"Carrera Tower, 250 City Road, London EC1","£3,200 pcm",3200,pcm,1,1,"Please Quote ASP ID: 39657 Deposit: 5 Weeks Rent Length of Tenancy: 12 Months Council Tax Band: E 250 City Road is located in Zone 1, just a walking distance from Old Street, Angel, Shoreditch and City areas. This new fantastic d...",https://www.rightmove.co.uk/properties/161879435#/?channel=RES_LET,2025-05-17 23:08:28.786886
294,12|20|2025-05-17|23:08:28.786886,Islington,Apartment,"Blackthorn Avenue, Arundel Square, Barnsbury, Islington, London, N7","£2,492 pcm",2492,pcm,1,1,"One bedroom apartment with balcony and porter, in a prestigious development overlooking Arundel Square.",https://www.rightmove.co.uk/properties/161877293#/?channel=RES_LET,2025-05-17 23:08:28.786886
295,12|21|2025-05-17|23:08:28.786886,Islington,Studio,"The Heron, Moor Lane, Moorgate, London, EC2Y","£2,400 pcm",2400,pcm,,1,"*Available Now* Studio apartment set within a landmark development located in the heart of The City moments from Moorgate Station, London Wall, and Barbican. Property benefits include home automation features, integrated workspace, and superb building amenities.",https://www.rightmove.co.uk/properties/161876552#/?channel=RES_LET,2025-05-17 23:08:28.786886
296,12|22|2025-05-17|23:08:28.786886,Islington,Flat,"Holloway Road, Holloway","£1,950 pcm",1950,pcm,1,1,"Water Rates INCLUDED, Incredibly range of spacious one bedroom apartment set within this stunning listed building on Holloway Road, N7",https://www.rightmove.co.uk/properties/161128760#/?channel=RES_LET,2025-05-17 23:08:28.786886
298,12|24|2025-05-17|23:08:28.786886,Islington,Flat,"St. John's Way, London, N19","£2,000 pcm",2000,pcm,2,1,This fantastic two-bedroom property is new to the market and is conveniently located close to Archway tube station and local amenities.,https://www.rightmove.co.uk/properties/161384426#/?channel=RES_LET,2025-05-17 23:08:28.786886
299,12|25|2025-05-17|23:08:28.786886,Islington,Apartment,"Greenwood House, Rosebery Avenue, London, EC1R","£1,750 pcm",1750,pcm,1,1,"A well-presented one bedroom apartment situated moments from Exmouth market and an array of shops, cafes and restaurants. This property has been finished to an impeccable standard throughout and comprises; one double bedroom with ensuite shower room and fitted open-plan kitchen/reception.",https://www.rightmove.co.uk/properties/161870837#/?channel=RES_LET,2025-05-17 23:08:28.786886
301,13|2|2025-05-17|23:08:28.786886,Islington,Apartment,"Goswell Road, London, EC1V","£2,200 pcm",2200,pcm,,1,"Located on the third floor of a boutique development in the heart of Clerkenwell, this bright and airy studio apartment offers approximately 559 sqft of stylish, well-planned living space—ideal for a single professional or couple seeking a vibrant central London base.",https://www.rightmove.co.uk/properties/161870810#/?channel=RES_LET,2025-05-17 23:08:28.786886
302,13|3|2025-05-17|23:08:28.786886,Islington,Apartment,"Vantage Point, Archway","£2,950 pcm",2950,pcm,1,1,"Great location. Inclusive Wi-Fi. Managed Utilities. 24hr On Site Team. Residents Gym & Roof Terrace, Social Events, BBQ, Private Dining Room, Work from Home Lounge and Secure Bike Storage. Pet friendly! Vantage Point is an iconic landmark in North London's Desirable Borough of Islington!",https://www.rightmove.co.uk/properties/161869382#/?channel=RES_LET,2025-05-17 23:08:28.786886
303,13|4|2025-05-17|23:08:28.786886,Islington,Flat,"Tollington Park, London, N4","£1,900 pcm",1900,pcm,2,1,"2 double bedroom flat in a small, privately owned block of flats. 2nd floor overlooking pleasant views of treelined Tollington Park. Shared garden to back and front of property, cycle storage avai... ** Property Reference: 2427280 **",https://www.rightmove.co.uk/properties/159746378#/?channel=RES_LET,2025-05-17 23:08:28.786886
304,13|5|2025-05-17|23:08:28.786886,Islington,Flat,"Hungerford Road, London, N7","£2,400 pcm",2400,pcm,2,1,Two double bedroom flat with garden access,https://www.rightmove.co.uk/properties/161866637#/?channel=RES_LET,2025-05-17 23:08:28.786886
305,13|6|2025-05-17|23:08:28.786886,Islington,Flat,"Fonthill Road, Finsbury Park","£2,000 pcm",2000,pcm,2,1,"Bright and spacious two-bedroom flat in the heart of Finsbury Park, just moments from the station. Offered unfurnished with open-plan living, modern kitchen appliances, and excellent access to local shops, cafés, and green spaces.",https://www.rightmove.co.uk/properties/161865839#/?channel=RES_LET,2025-05-17 23:08:28.786886
306,13|7|2025-05-17|23:08:28.786886,Islington,Flat,"City Rd, London, EC1Y","£3,100 pcm",3100,pcm,2,2,"A split level, two bedrooms furnished apartment, with a terrace that gives direct access to the communal garden, located 2 mins from Old Street station. Floor to ceiling windows, a modern finish,... ** Property Reference: 2142168 **",https://www.rightmove.co.uk/properties/161865722#/?channel=RES_LET,2025-05-17 23:08:28.786886
307,13|8|2025-05-17|23:08:28.786886,Islington,Maisonette,"Old Street, London, EC1V","£3,650 pcm",3650,pcm,2,2,"Available from Early July 2025 – FurnishedThe Duplex, Clerkenwell, EC1 Key Details: Available: Early July 2025 Tenure: Long Term / Furnished Bedrooms: 2 Bathrooms: 2 EPC: C Outdoor Sp... ** Property Reference: 1671400 **",https://www.rightmove.co.uk/properties/161865680#/?channel=RES_LET,2025-05-17 23:08:28.786886
308,13|9|2025-05-17|23:08:28.786886,Islington,Apartment,"Harecourt Road, Islington, London, N1","£1,900 pcm",1900,pcm,1,1,"A well located one bedroom flat with communal gardens, Part-furnished and available 16th June.",https://www.rightmove.co.uk/properties/161865038#/?channel=RES_LET,2025-05-17 23:08:28.786886
309,13|10|2025-05-17|23:08:28.786886,Islington,Apartment,"Prospect House, Donegal Street, Angel, London, N1","£2,600 pcm",2600,pcm,2,1,"FOURTH FLOOR APARTMENT WITH A PRIVATE BALCONY Two double bedroom flat situated on the fourth floor of a smart apartment building with a lift. Accommodation comprises a well apportioned reception room with direct access to a private balcony, two double bedrooms with built in ...",https://www.rightmove.co.uk/properties/161864789#/?channel=RES_LET,2025-05-17 23:08:28.786886
310,13|11|2025-05-17|23:08:28.786886,Islington,Apartment,"Cornwallis Square, N19 4LY","£1,750 pcm",1750,pcm,1,1,"A spacious one-bedroom apartment set on the top floor of this purpose-built development. Boasting a spacious reception room flooded with ample natural light, the property features a double bedroom.",https://www.rightmove.co.uk/properties/161864507#/?channel=RES_LET,2025-05-17 23:08:28.786886
311,13|12|2025-05-17|23:08:28.786886,Islington,Apartment,"Cardozo Road, London, N7","£3,400 pcm",3400,pcm,3,2,A modern 3 bed flat is located in Holloway within minutes walk away from the tube station & local amenities.,https://www.rightmove.co.uk/properties/161863601#/?channel=RES_LET,2025-05-17 23:08:28.786886
312,13|13|2025-05-17|23:08:28.786886,Islington,Flat,"Cardozo Road, Islington","£3,402 pcm",3402,pcm,3,2,We are pleased to offer this nice spacious ground floor 3 bedroom 2 bathroom conversion with sole use of a garden and situated in a great location and within 5 minutes from Caledonian Road tube station.,https://www.rightmove.co.uk/properties/161863505#/?channel=RES_LET,2025-05-17 23:08:28.786886
313,13|14|2025-05-17|23:08:28.786886,Islington,Flat,"Hanley Road, London, N4","£2,400 pcm",2400,pcm,2,,"A truly stunning, high quality, extremely spacious and very light 2 double bedroom 2 bathroom apartment situated on the first floor of an excellent private development with use of wonderful rear communal courtyard garden. Great location in Stroud Green.",https://www.rightmove.co.uk/properties/161863247#/?channel=RES_LET,2025-05-17 23:08:28.786886
314,13|15|2025-05-17|23:08:28.786886,Islington,Apartment,"City Road, London, EC1V","£3,750 pcm",3750,pcm,2,2,"An exceptional and well finished two bedroom (plus study) triplex apartment situated in the prestigious Imperial Hall development. This 1355 sq. Ft property comprises of two double bedrooms, large study, two bathrooms, guest W/C, spacious reception room with mezzanine level overlookin...",https://www.rightmove.co.uk/properties/161603426#/?channel=RES_LET,2025-05-17 23:08:28.786886
315,13|16|2025-05-17|23:08:28.786886,Islington,Apartment,"Valencia Tower, Bollinder Place, EC1V","£4,250 pcm",4250,pcm,2,2,"Regent are excited to offer this newly built two-bedroom apartment in the heart stunning Valencia Tower, part of the 250 City Road development, EC1V. This well-proportioned apartment comprises two spacious bedrooms with fitted wardrobes, a large open-plan kitchen/reception ...",https://www.rightmove.co.uk/properties/158168672#/?channel=RES_LET,2025-05-17 23:08:28.786886
316,13|17|2025-05-17|23:08:28.786886,Islington,Flat,"Cardozo Road, Islington, N7","£3,402 pcm",3402,pcm,3,2,"A light & airy 3 double bedroom, 2 bathroom conversion with an open plan reception, modern fully fitted kitchen. Further benefits include wood floors, sash windows & good natural light. Conveniently located for Caledonian Road tube station & Holloway Road. Easy access to Kings Cross, ...",https://www.rightmove.co.uk/properties/161861810#/?channel=RES_LET,2025-05-17 23:08:28.786886
317,13|18|2025-05-17|23:08:28.786886,Islington,Flat,"Caledonian Road, Caledonian Road & Barnsbury","£2,600 pcm",2600,pcm,2,1,"STUDENTS & PROFESSIONALS WELCOME A stunning and spacious two-bedroom Victorian conversion flat located just one minute from Caledonian Road Tube Station (Piccadilly Line), offering easy access to King's Cross, the West End, and beyond.",https://www.rightmove.co.uk/properties/161728580#/?channel=RES_LET,2025-05-17 23:08:28.786886
318,13|19|2025-05-17|23:08:28.786886,Islington,Apartment,"Barnsbury Park, Barnsbury, Islington, London, N1","£1,900 pcm",1900,pcm,1,1,"EXCELLENT ONE BEDROOM APARTMENT IN THE HEART OF BARNSBURY Bright and Spacious living space comprises a living room, separate kitchen with dishwasher, fully tiled family bathroom and a good sized double bedroom. Property further benefits from off street parking and is pet fri...",https://www.rightmove.co.uk/properties/161379776#/?channel=RES_LET,2025-05-17 23:08:28.786886
319,13|20|2025-05-17|23:08:28.786886,Islington,Apartment,"Highbury Crescent, Highbury, London, N5","£1,900 pcm",1900,pcm,,1,"A very spacious, contemporary studio on the top floor of this brand new development. Just recently converted it's bright and light with wood floors throughout this brilliant studio offers stylish living right on Highbury Fields, moments from Highbury and Islington station and the amenities of qua...",https://www.rightmove.co.uk/properties/161857541#/?channel=RES_LET,2025-05-17 23:08:28.786886
320,13|21|2025-05-17|23:08:28.786886,Islington,Flat,"Grantbridge Street, 
Angel, N1","£4,300 pcm",4300,pcm,2,2,Spacious two bedroom split level apartment forming part of this period conversion finished to the highest standard with good sized garden. Ideally located close to Angel tube.,https://www.rightmove.co.uk/properties/160279733#/?channel=RES_LET,2025-05-17 23:08:28.786886
321,13|22|2025-05-17|23:08:28.786886,Islington,Maisonette,"Lambton Road, Upper Holloway, N19","£1,750 pcm",1750,pcm,1,2,"A one bedroom maisonette set in a converted period house and situated on a quiet residential road. The property comprises open plan reception room with contemporary integrated kitchen, a modern shower room, a double bedroom and lovely private PATIO GARDEN. The flat also features double glazing, g...",https://www.rightmove.co.uk/properties/161333234#/?channel=RES_LET,2025-05-17 23:08:28.786886
322,13|23|2025-05-17|23:08:28.786886,Islington,Flat,"Caledonian Road, Islington","£1,750 pcm",1750,pcm,1,1,"Charming 1 Bed flat on Caledonian Road, offering a cozy living space with gas central heating. Convenient location with excellent transport links.",https://www.rightmove.co.uk/properties/161375486#/?channel=RES_LET,2025-05-17 23:08:28.786886
323,13|24|2025-05-17|23:08:28.786886,Islington,Apartment,"118 King's Cross Road, King's Cross, London, WC1X","£1,600 pcm",1600,pcm,,1,"We are delighted to offer a selection of spacious studio apartments just a short 7 minute walk to King's Cross Station. The property benefits are, spacious open plan living, fully finished, bill included (hot water and heating), ample storage and an abundance of natural light.",https://www.rightmove.co.uk/properties/161820182#/?channel=RES_LET,2025-05-17 23:08:28.786886
324,13|25|2025-05-17|23:08:28.786886,Islington,Apartment,"Kingsland Passage, Dalston Junction","£1,800 pcm",1800,pcm,1,1,"Well located in the heart of Dalston, on the cusp of Islington and opening up the many bars, shops and restaurants of the area, comes this one bedroom first floor apartment enjoying stylish interiors with neutral decor. Close to both Dalston Junction and Dalston Kingsland Stations.",https://www.rightmove.co.uk/properties/161855033#/?channel=RES_LET,2025-05-17 23:08:28.786886
325,14|1|2025-05-17|23:08:28.786886,Islington,Apartment,"Albion Yard,London,N1","£3,380 pcm",3380,pcm,2,,WAREHOUSE CONVERSION...2 Bed Apartment...2 Bathrooms..Unfurnished...Gated Development...Balcony...High Spec Finish Throughout...Mintes from Kings Cross Station...Must View Property,https://www.rightmove.co.uk/properties/43620587#/?channel=RES_LET,2025-05-17 23:08:28.786886
326,14|2|2025-05-17|23:08:28.786886,Islington,Ground Flat,"Halton Road, London, N1","£1,800 pcm",1800,pcm,1,1,"A ground floor flat, with newly refurbished bathroom, and one double bedroom. Situated in this small day block on the corner of Halton road and Cross Street. Modern kitchen, with electric hob/oven, dishwasher, washer/dryer and bathroom.",https://www.rightmove.co.uk/properties/146659064#/?channel=RES_LET,2025-05-17 23:08:28.786886
